,id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
90663,21597,Male,Loyal Customer,41,Business travel,Business,780,1,1,1,1,1,4,3,5,5,5,5,1,5,4,0,0,satisfied
90664,8441,Female,Loyal Customer,40,Business travel,Business,590,3,3,3,3,3,4,4,2,2,2,2,4,2,5,0,0,satisfied
90665,19005,Female,Loyal Customer,42,Business travel,Eco,788,5,5,2,2,1,3,4,5,5,5,5,1,5,4,0,0,satisfied
90666,87747,Female,disloyal Customer,38,Business travel,Business,143,4,4,4,4,4,4,4,4,5,4,4,4,5,4,0,0,satisfied
90667,117676,Male,Loyal Customer,47,Business travel,Business,1814,5,5,5,5,5,4,5,5,5,5,5,5,5,3,5,2,satisfied
90668,7910,Male,disloyal Customer,18,Business travel,Eco,1020,3,3,3,4,1,3,1,1,2,4,4,4,4,1,0,0,neutral or dissatisfied
90669,67814,Female,disloyal Customer,36,Business travel,Eco,1038,2,2,2,3,5,2,2,5,1,2,4,3,4,5,3,12,neutral or dissatisfied
90670,124341,Female,disloyal Customer,23,Business travel,Business,1037,0,0,0,2,3,0,3,3,3,5,5,4,5,3,0,0,satisfied
90671,123328,Female,Loyal Customer,42,Business travel,Eco Plus,250,5,2,1,2,5,5,2,5,5,5,5,5,5,4,0,0,satisfied
90672,41537,Female,Loyal Customer,31,Business travel,Business,1211,3,3,3,3,5,5,5,5,1,2,1,5,5,5,0,0,satisfied
90673,27449,Female,disloyal Customer,32,Business travel,Eco,937,1,1,1,3,1,1,3,1,1,1,4,2,3,1,0,0,neutral or dissatisfied
90674,3343,Female,Loyal Customer,42,Business travel,Business,2578,2,2,2,2,3,4,5,4,4,4,4,3,4,3,0,0,satisfied
90675,115973,Female,Loyal Customer,50,Personal Travel,Eco,372,2,2,2,3,4,3,4,4,4,2,4,2,4,4,2,7,neutral or dissatisfied
90676,3003,Female,Loyal Customer,43,Business travel,Business,987,5,5,5,5,5,4,5,5,5,5,5,4,5,5,0,11,satisfied
90677,51911,Male,Loyal Customer,19,Personal Travel,Eco,601,4,5,4,4,5,4,5,5,4,2,4,4,5,5,0,0,neutral or dissatisfied
90678,128207,Male,Loyal Customer,45,Business travel,Business,2889,5,5,5,5,3,4,4,5,5,5,5,3,5,4,0,0,satisfied
90679,43989,Female,disloyal Customer,38,Business travel,Eco,334,4,0,4,4,1,4,1,1,4,2,3,1,4,1,17,7,satisfied
90680,80396,Male,Loyal Customer,67,Personal Travel,Eco,422,3,3,3,3,5,3,5,5,4,2,3,3,4,5,0,0,neutral or dissatisfied
90681,87768,Male,disloyal Customer,49,Business travel,Business,214,3,3,3,4,4,3,4,4,4,4,5,3,5,4,0,0,satisfied
90682,102536,Male,Loyal Customer,26,Personal Travel,Eco,223,1,5,1,2,1,1,1,1,4,2,5,3,4,1,1,0,neutral or dissatisfied
90683,93868,Female,disloyal Customer,29,Business travel,Eco,588,2,1,2,3,2,2,2,2,2,3,3,4,3,2,0,0,neutral or dissatisfied
90684,51404,Female,Loyal Customer,45,Personal Travel,Eco Plus,156,3,5,3,3,3,5,5,3,5,5,5,5,5,5,160,155,neutral or dissatisfied
90685,93797,Female,disloyal Customer,29,Business travel,Eco,1259,3,3,3,3,5,3,5,5,2,5,3,1,3,5,25,33,neutral or dissatisfied
90686,61966,Female,Loyal Customer,57,Business travel,Business,2400,2,2,2,2,5,5,5,2,2,2,2,3,2,3,0,0,satisfied
90687,18826,Male,disloyal Customer,24,Business travel,Eco,448,3,0,3,2,2,3,4,2,1,4,4,1,4,2,2,9,neutral or dissatisfied
90688,97503,Female,Loyal Customer,41,Personal Travel,Eco,822,3,5,3,1,5,3,5,5,3,4,4,5,5,5,0,0,neutral or dissatisfied
90689,16721,Female,Loyal Customer,48,Business travel,Business,2348,5,5,5,5,5,4,5,2,2,2,2,3,2,5,0,0,satisfied
90690,43714,Male,Loyal Customer,34,Personal Travel,Eco,196,2,4,2,1,1,2,1,1,4,2,5,5,4,1,0,0,neutral or dissatisfied
90691,16618,Female,Loyal Customer,24,Personal Travel,Eco,1008,2,4,1,5,3,1,3,3,3,2,5,5,4,3,43,56,neutral or dissatisfied
90692,2332,Female,Loyal Customer,62,Personal Travel,Eco,630,3,5,3,5,2,3,1,1,1,3,2,1,1,2,27,21,neutral or dissatisfied
90693,94834,Female,Loyal Customer,46,Business travel,Business,239,3,4,4,4,1,4,3,3,3,2,3,2,3,4,9,6,neutral or dissatisfied
90694,111376,Male,Loyal Customer,35,Business travel,Eco,1111,2,1,1,1,2,3,2,2,4,3,3,2,4,2,11,26,neutral or dissatisfied
90695,69091,Female,Loyal Customer,41,Personal Travel,Eco,1389,4,4,4,2,4,4,4,4,4,4,4,3,5,4,56,66,neutral or dissatisfied
90696,11510,Female,Loyal Customer,56,Personal Travel,Eco Plus,201,2,5,2,4,4,5,4,3,3,2,2,1,3,5,0,0,neutral or dissatisfied
90697,11327,Male,Loyal Customer,27,Personal Travel,Eco,229,4,4,4,3,1,4,1,1,5,3,5,4,5,1,44,48,neutral or dissatisfied
90698,33179,Male,Loyal Customer,37,Business travel,Eco Plus,101,4,5,5,5,4,4,4,4,1,5,5,4,4,4,0,11,satisfied
90699,108439,Male,Loyal Customer,27,Business travel,Business,1440,2,2,2,2,4,4,4,4,4,3,4,3,5,4,15,28,satisfied
90700,128708,Female,Loyal Customer,67,Business travel,Business,2042,1,2,2,2,3,2,2,1,1,1,1,3,1,3,0,0,neutral or dissatisfied
90701,22581,Male,Loyal Customer,35,Business travel,Business,300,4,4,4,4,5,2,2,4,4,4,4,3,4,1,0,0,satisfied
90702,39306,Male,Loyal Customer,33,Personal Travel,Eco,67,3,5,3,4,4,3,4,4,3,5,4,4,4,4,7,0,neutral or dissatisfied
90703,16946,Male,Loyal Customer,51,Personal Travel,Eco,820,2,2,2,3,3,2,3,3,2,1,3,2,3,3,0,0,neutral or dissatisfied
90704,31404,Male,Loyal Customer,45,Personal Travel,Eco Plus,1199,3,4,3,4,1,3,1,1,4,4,3,2,3,1,3,22,neutral or dissatisfied
90705,80634,Male,Loyal Customer,38,Business travel,Business,282,0,0,0,1,5,5,4,3,3,2,2,4,3,5,0,0,satisfied
90706,54141,Male,Loyal Customer,43,Business travel,Business,1400,4,4,4,4,1,3,4,4,4,4,4,2,4,2,0,0,satisfied
90707,71045,Male,Loyal Customer,23,Business travel,Business,1671,3,3,3,3,3,3,3,3,4,1,4,2,3,3,0,0,neutral or dissatisfied
90708,71800,Female,Loyal Customer,49,Business travel,Business,1723,3,3,4,3,3,4,4,5,5,5,5,5,5,5,30,15,satisfied
90709,72050,Female,disloyal Customer,23,Business travel,Business,1179,4,0,4,3,4,4,4,4,5,5,5,3,5,4,0,0,satisfied
90710,117436,Male,Loyal Customer,52,Business travel,Business,3271,4,4,4,4,2,4,5,5,5,5,5,4,5,4,17,46,satisfied
90711,63313,Male,disloyal Customer,18,Business travel,Eco,337,2,0,2,3,5,2,5,5,4,3,4,3,4,5,0,0,neutral or dissatisfied
90712,98927,Male,Loyal Customer,30,Business travel,Business,1835,2,3,3,3,2,2,2,2,3,2,3,1,2,2,0,0,neutral or dissatisfied
90713,95133,Male,Loyal Customer,10,Personal Travel,Eco,562,1,5,1,5,2,1,2,2,4,2,4,5,5,2,0,0,neutral or dissatisfied
90714,47053,Male,Loyal Customer,54,Business travel,Eco,639,2,5,5,5,2,2,2,2,3,1,4,1,3,2,0,0,neutral or dissatisfied
90715,48671,Male,disloyal Customer,42,Business travel,Business,209,4,4,4,1,3,4,3,3,4,5,5,3,4,3,0,0,satisfied
90716,54254,Male,Loyal Customer,25,Personal Travel,Eco,1222,0,1,0,3,2,0,2,2,3,5,2,1,4,2,0,0,satisfied
90717,21228,Male,Loyal Customer,15,Personal Travel,Eco,317,5,5,3,1,5,3,5,5,5,2,5,5,1,5,8,0,satisfied
90718,85568,Male,Loyal Customer,55,Business travel,Business,2520,5,4,5,5,2,5,4,4,4,4,4,5,4,4,0,0,satisfied
90719,4617,Male,Loyal Customer,46,Personal Travel,Eco,719,3,5,3,2,2,3,2,2,3,4,4,4,5,2,0,0,neutral or dissatisfied
90720,91352,Female,Loyal Customer,16,Personal Travel,Eco Plus,404,2,4,2,2,2,2,3,2,3,5,4,5,4,2,32,26,neutral or dissatisfied
90721,103486,Female,disloyal Customer,20,Business travel,Eco,440,1,1,1,4,4,1,4,4,4,3,4,2,4,4,0,0,neutral or dissatisfied
90722,96870,Male,disloyal Customer,35,Business travel,Eco,957,1,1,1,4,5,1,5,5,3,5,3,3,3,5,34,25,neutral or dissatisfied
90723,17713,Male,disloyal Customer,27,Business travel,Business,383,4,4,4,4,1,4,1,1,5,3,5,4,5,1,8,4,satisfied
90724,119509,Female,Loyal Customer,45,Business travel,Business,892,3,5,3,5,4,4,3,3,3,3,3,2,3,2,0,0,neutral or dissatisfied
90725,82430,Male,Loyal Customer,58,Business travel,Business,2696,3,3,2,3,2,4,5,4,4,4,4,5,4,4,0,0,satisfied
90726,60325,Female,Loyal Customer,40,Business travel,Business,2010,4,4,4,4,4,4,5,2,2,3,2,3,2,4,7,14,satisfied
90727,108716,Female,Loyal Customer,50,Business travel,Business,321,3,3,5,3,2,5,5,5,5,5,5,4,5,5,66,53,satisfied
90728,112639,Male,Loyal Customer,16,Personal Travel,Eco Plus,602,2,5,2,3,4,2,4,4,3,4,5,5,5,4,11,11,neutral or dissatisfied
90729,89583,Female,Loyal Customer,50,Business travel,Business,1096,5,5,5,5,3,4,5,4,4,4,4,4,4,4,0,49,satisfied
90730,17085,Male,Loyal Customer,27,Business travel,Business,3738,3,3,3,3,5,4,5,5,1,2,1,3,2,5,79,99,satisfied
90731,106352,Female,Loyal Customer,48,Business travel,Business,1902,3,3,3,3,5,5,5,5,5,5,5,4,5,5,16,0,satisfied
90732,81783,Female,Loyal Customer,35,Business travel,Eco,1306,2,1,1,1,2,2,2,2,3,5,4,1,4,2,9,0,neutral or dissatisfied
90733,69409,Male,Loyal Customer,62,Business travel,Business,2767,2,2,4,4,5,4,3,2,2,2,2,3,2,1,0,0,neutral or dissatisfied
90734,4997,Male,disloyal Customer,22,Business travel,Eco,502,2,1,1,3,5,1,2,5,2,4,2,4,3,5,0,9,neutral or dissatisfied
90735,14591,Male,Loyal Customer,31,Personal Travel,Eco,986,3,4,3,2,3,3,2,3,3,5,5,3,4,3,0,0,neutral or dissatisfied
90736,124796,Female,Loyal Customer,54,Business travel,Business,1841,3,1,3,3,4,5,5,5,5,5,5,5,5,5,1,10,satisfied
90737,102888,Female,Loyal Customer,42,Business travel,Business,2256,1,1,1,1,3,5,4,5,5,5,5,4,5,4,0,0,satisfied
90738,32597,Male,Loyal Customer,55,Business travel,Eco,102,4,1,1,1,4,4,4,4,1,1,5,4,4,4,0,0,satisfied
90739,80643,Male,Loyal Customer,57,Business travel,Business,1591,2,2,2,2,2,4,5,5,5,5,5,4,5,4,1,5,satisfied
90740,22275,Male,Loyal Customer,47,Business travel,Eco,143,5,1,1,1,5,5,5,5,5,4,3,3,2,5,17,11,satisfied
90741,80547,Female,Loyal Customer,52,Business travel,Business,1747,3,3,2,3,5,5,4,4,4,4,4,3,4,4,0,2,satisfied
90742,11523,Male,Loyal Customer,35,Personal Travel,Eco Plus,482,4,3,4,4,1,4,1,1,2,2,4,4,3,1,0,0,neutral or dissatisfied
90743,121917,Female,Loyal Customer,31,Personal Travel,Eco,366,3,1,3,4,1,3,1,1,2,1,3,2,4,1,0,0,neutral or dissatisfied
90744,86373,Female,Loyal Customer,40,Business travel,Business,1760,5,3,5,5,3,4,5,5,5,5,5,3,5,5,2,2,satisfied
90745,6429,Male,Loyal Customer,21,Personal Travel,Eco,240,3,5,3,3,4,3,2,4,4,4,4,5,5,4,3,2,neutral or dissatisfied
90746,74319,Male,Loyal Customer,46,Business travel,Business,3733,4,4,4,4,2,4,5,5,5,5,5,3,5,3,0,0,satisfied
90747,121087,Female,Loyal Customer,47,Personal Travel,Eco,196,4,4,4,1,2,5,5,3,3,4,3,4,3,5,0,0,neutral or dissatisfied
90748,129004,Female,disloyal Customer,17,Business travel,Eco,2704,3,3,3,3,1,3,1,1,2,4,4,1,3,1,0,,neutral or dissatisfied
90749,49399,Female,Loyal Customer,46,Business travel,Business,2360,3,5,5,5,1,3,3,1,1,1,3,2,1,4,17,17,neutral or dissatisfied
90750,121546,Female,disloyal Customer,32,Business travel,Business,912,2,2,2,1,2,2,2,2,3,3,5,5,5,2,0,0,neutral or dissatisfied
90751,109694,Female,disloyal Customer,42,Business travel,Business,802,2,2,2,4,3,2,3,3,5,2,5,3,5,3,0,0,neutral or dissatisfied
90752,43422,Male,Loyal Customer,32,Personal Travel,Eco Plus,358,2,5,2,1,5,2,5,5,5,5,5,3,4,5,0,0,neutral or dissatisfied
90753,83622,Female,Loyal Customer,66,Personal Travel,Eco,409,4,4,4,1,2,1,3,4,4,4,4,2,4,4,0,0,neutral or dissatisfied
90754,24276,Male,Loyal Customer,59,Personal Travel,Eco,170,1,4,1,3,5,1,5,5,3,2,5,3,5,5,0,6,neutral or dissatisfied
90755,72209,Male,Loyal Customer,44,Personal Travel,Eco,2724,2,5,2,4,2,3,3,3,5,3,4,3,4,3,5,0,neutral or dissatisfied
90756,68963,Female,Loyal Customer,49,Business travel,Business,2385,1,1,1,1,5,5,4,3,3,4,3,4,3,5,0,0,satisfied
90757,113476,Female,disloyal Customer,20,Business travel,Business,258,4,3,4,3,4,4,4,4,4,4,4,3,5,4,0,0,satisfied
90758,122021,Male,Loyal Customer,30,Business travel,Eco,130,4,5,5,5,4,4,4,4,3,1,3,3,4,4,0,3,neutral or dissatisfied
90759,60283,Male,Loyal Customer,25,Business travel,Business,2218,2,2,2,2,4,4,4,4,5,5,5,4,5,4,11,0,satisfied
90760,109879,Male,disloyal Customer,49,Business travel,Business,1165,3,3,3,3,3,3,5,3,3,4,4,1,4,3,5,4,neutral or dissatisfied
90761,113226,Female,disloyal Customer,54,Business travel,Business,397,5,5,5,3,5,5,3,5,4,4,4,5,4,5,2,0,satisfied
90762,59589,Male,Loyal Customer,54,Business travel,Business,1582,4,4,4,4,3,5,5,3,3,3,3,3,3,3,0,0,satisfied
90763,4415,Male,Loyal Customer,60,Business travel,Business,762,2,2,2,2,3,5,5,4,4,4,4,4,4,5,0,0,satisfied
90764,44733,Male,Loyal Customer,53,Business travel,Eco Plus,67,4,3,3,3,4,4,4,4,2,2,3,1,1,4,7,10,satisfied
90765,85284,Male,Loyal Customer,60,Personal Travel,Eco,813,2,0,2,3,1,2,1,1,3,2,5,5,4,1,0,0,neutral or dissatisfied
90766,13485,Female,Loyal Customer,13,Personal Travel,Business,106,3,5,0,1,3,0,3,3,5,2,4,3,4,3,0,0,neutral or dissatisfied
90767,52672,Female,Loyal Customer,55,Personal Travel,Eco,110,2,1,0,3,2,2,3,1,1,0,1,2,1,4,0,0,neutral or dissatisfied
90768,65432,Male,Loyal Customer,43,Personal Travel,Eco,2165,3,4,3,4,2,3,2,2,2,5,3,3,4,2,0,0,neutral or dissatisfied
90769,2636,Male,Loyal Customer,41,Business travel,Business,3955,4,5,4,4,2,5,5,4,4,4,4,3,4,5,3,0,satisfied
90770,84707,Female,Loyal Customer,55,Business travel,Business,481,2,2,3,3,4,4,4,2,2,2,2,2,2,4,0,0,neutral or dissatisfied
90771,53385,Female,Loyal Customer,28,Personal Travel,Eco,1452,3,4,3,3,1,3,1,1,1,2,4,4,3,1,0,0,neutral or dissatisfied
90772,18316,Male,Loyal Customer,25,Business travel,Business,715,3,3,3,3,3,4,3,3,1,4,2,1,2,3,124,110,satisfied
90773,125190,Female,Loyal Customer,38,Business travel,Business,651,2,4,2,2,5,5,5,4,4,4,4,5,4,5,4,0,satisfied
90774,7407,Male,Loyal Customer,22,Business travel,Business,3754,2,2,2,2,4,4,4,4,3,3,4,5,4,4,34,38,satisfied
90775,35347,Female,disloyal Customer,35,Business travel,Eco,1047,3,3,3,3,3,3,3,3,4,2,3,3,4,3,0,0,neutral or dissatisfied
90776,28316,Male,Loyal Customer,35,Business travel,Business,2065,2,1,1,1,4,2,2,2,2,2,2,1,2,1,0,0,neutral or dissatisfied
90777,14431,Female,Loyal Customer,29,Personal Travel,Business,674,2,4,2,2,5,2,5,5,5,4,4,3,4,5,21,19,neutral or dissatisfied
90778,82221,Male,disloyal Customer,30,Business travel,Eco,405,2,4,2,3,3,2,2,3,2,1,3,4,4,3,0,0,neutral or dissatisfied
90779,124004,Female,disloyal Customer,37,Business travel,Eco,184,3,1,3,3,1,3,1,1,4,1,3,1,3,1,19,15,neutral or dissatisfied
90780,36214,Female,disloyal Customer,36,Business travel,Eco,280,1,2,1,3,4,1,2,4,2,5,2,4,3,4,0,0,neutral or dissatisfied
90781,49757,Female,disloyal Customer,21,Business travel,Business,373,4,0,4,1,2,4,2,2,5,5,4,2,1,2,10,13,satisfied
90782,125390,Female,disloyal Customer,22,Business travel,Eco,761,3,3,3,4,3,3,3,3,2,5,3,2,3,3,12,57,neutral or dissatisfied
90783,79292,Female,disloyal Customer,42,Business travel,Business,2248,1,1,1,5,2,1,3,2,3,2,5,4,4,2,7,0,neutral or dissatisfied
90784,108312,Male,disloyal Customer,30,Business travel,Business,1325,5,5,5,3,4,5,4,4,4,2,4,5,4,4,4,0,satisfied
90785,5943,Female,Loyal Customer,16,Personal Travel,Eco Plus,212,3,1,3,4,3,3,3,3,2,1,4,4,3,3,0,0,neutral or dissatisfied
90786,3008,Male,disloyal Customer,23,Business travel,Business,987,5,0,5,3,1,5,1,1,3,3,4,3,4,1,0,0,satisfied
90787,37712,Female,Loyal Customer,51,Personal Travel,Eco,1035,4,4,4,3,4,5,5,3,3,4,3,5,3,4,51,61,neutral or dissatisfied
90788,8222,Male,Loyal Customer,20,Personal Travel,Eco,402,1,4,1,4,3,1,3,3,3,3,4,5,5,3,0,0,neutral or dissatisfied
90789,119606,Male,Loyal Customer,65,Personal Travel,Eco,1979,3,5,3,3,2,3,2,2,3,5,5,4,4,2,3,0,neutral or dissatisfied
90790,3887,Female,Loyal Customer,58,Business travel,Business,3708,0,4,0,2,3,5,5,5,5,5,5,5,5,4,0,0,satisfied
90791,104907,Female,Loyal Customer,34,Personal Travel,Eco,1565,2,5,2,3,3,2,3,3,5,4,5,4,5,3,0,18,neutral or dissatisfied
90792,78350,Female,Loyal Customer,32,Personal Travel,Eco,1547,1,5,1,3,3,1,3,3,5,4,5,3,5,3,0,0,neutral or dissatisfied
90793,39884,Female,Loyal Customer,54,Personal Travel,Eco,221,3,5,3,1,1,3,3,4,4,3,4,1,4,2,0,8,neutral or dissatisfied
90794,36391,Male,disloyal Customer,30,Business travel,Eco,870,3,3,3,1,3,2,5,5,5,3,3,5,4,5,118,153,neutral or dissatisfied
90795,12712,Female,Loyal Customer,29,Business travel,Business,1875,4,4,4,4,4,4,4,4,4,2,3,1,1,4,0,0,satisfied
90796,50617,Female,Loyal Customer,53,Personal Travel,Eco,373,4,4,4,3,3,5,5,5,5,4,5,5,5,4,7,0,satisfied
90797,77240,Female,Loyal Customer,41,Business travel,Business,1590,5,5,5,5,5,3,4,5,5,5,5,5,5,5,0,0,satisfied
90798,43827,Male,Loyal Customer,46,Business travel,Business,1731,2,2,2,2,3,1,4,5,5,4,5,4,5,4,0,0,satisfied
90799,110631,Male,Loyal Customer,23,Personal Travel,Eco,727,2,3,2,2,2,2,2,2,2,2,1,1,4,2,0,0,neutral or dissatisfied
90800,40381,Female,Loyal Customer,20,Personal Travel,Eco,1250,2,3,2,4,2,2,2,2,2,2,3,3,4,2,13,0,neutral or dissatisfied
90801,18731,Female,Loyal Customer,43,Personal Travel,Business,1167,4,4,4,3,3,4,4,2,2,4,2,1,2,3,0,0,neutral or dissatisfied
90802,75649,Male,Loyal Customer,56,Business travel,Business,3397,3,1,1,1,5,3,3,3,3,3,3,2,3,4,0,0,neutral or dissatisfied
90803,44837,Male,Loyal Customer,32,Personal Travel,Eco Plus,462,2,3,2,2,1,2,1,1,4,2,4,1,4,1,46,61,neutral or dissatisfied
90804,122031,Male,Loyal Customer,57,Business travel,Business,130,5,5,5,5,5,4,5,4,4,4,5,3,4,4,31,25,satisfied
90805,79767,Male,disloyal Customer,50,Business travel,Business,1096,5,5,5,4,1,5,1,1,4,5,5,5,4,1,0,0,satisfied
90806,40498,Female,Loyal Customer,40,Personal Travel,Eco,461,3,4,3,1,2,3,2,2,4,3,4,5,4,2,0,0,neutral or dissatisfied
90807,93398,Female,Loyal Customer,17,Business travel,Business,671,4,4,4,4,4,4,4,4,5,5,4,3,5,4,0,12,satisfied
90808,22763,Male,Loyal Customer,24,Business travel,Business,302,0,0,0,4,4,4,4,4,3,3,3,1,3,4,0,0,satisfied
90809,57002,Female,Loyal Customer,38,Personal Travel,Eco,2454,3,2,3,2,3,3,3,2,2,3,2,3,3,3,0,14,neutral or dissatisfied
90810,99221,Male,Loyal Customer,33,Business travel,Eco,541,1,2,2,2,1,1,1,1,4,3,3,1,3,1,0,8,neutral or dissatisfied
90811,1961,Female,Loyal Customer,65,Business travel,Business,1888,5,3,5,5,2,1,2,4,4,4,4,3,4,3,1,2,satisfied
90812,126950,Female,disloyal Customer,62,Business travel,Business,647,1,1,1,1,2,1,2,2,4,2,4,3,4,2,0,0,neutral or dissatisfied
90813,704,Male,Loyal Customer,55,Business travel,Business,2900,0,1,1,4,2,5,4,3,3,3,3,4,3,3,0,0,satisfied
90814,48863,Male,Loyal Customer,53,Business travel,Eco,337,4,3,3,3,4,4,4,4,4,4,5,3,3,4,17,11,satisfied
90815,72908,Female,Loyal Customer,41,Business travel,Business,3635,2,2,2,2,2,5,4,5,5,5,5,5,5,5,0,0,satisfied
90816,90719,Female,Loyal Customer,47,Business travel,Business,406,4,4,4,4,4,5,5,4,4,5,4,3,4,5,0,0,satisfied
90817,88051,Female,Loyal Customer,45,Business travel,Business,545,3,3,3,3,2,5,4,5,5,5,5,5,5,4,39,33,satisfied
90818,16571,Female,Loyal Customer,10,Business travel,Business,872,1,4,4,4,2,1,1,1,5,3,3,1,4,1,277,345,neutral or dissatisfied
90819,41363,Female,Loyal Customer,56,Business travel,Eco,563,5,4,4,4,5,5,5,5,5,5,5,2,5,5,0,0,satisfied
90820,117457,Female,Loyal Customer,61,Personal Travel,Eco,1107,2,4,2,1,4,4,4,1,1,2,1,3,1,3,0,0,neutral or dissatisfied
90821,105342,Female,disloyal Customer,45,Business travel,Business,452,5,4,4,2,3,5,3,3,4,3,4,4,5,3,21,6,satisfied
90822,198,Male,disloyal Customer,57,Business travel,Business,213,4,4,4,5,3,4,3,3,5,3,4,4,5,3,0,0,satisfied
90823,106593,Female,Loyal Customer,50,Personal Travel,Business,986,2,5,1,5,5,4,5,4,4,1,4,5,4,5,0,5,neutral or dissatisfied
90824,46367,Female,disloyal Customer,49,Business travel,Eco,1013,1,1,1,4,3,1,3,3,1,5,3,3,3,3,47,45,neutral or dissatisfied
90825,129509,Female,Loyal Customer,26,Personal Travel,Eco,1846,4,4,4,3,3,4,3,3,4,2,5,4,1,3,0,6,neutral or dissatisfied
90826,58159,Female,Loyal Customer,59,Business travel,Business,2202,2,2,2,2,4,4,5,5,5,5,5,3,5,5,10,11,satisfied
90827,78799,Female,disloyal Customer,27,Business travel,Eco,154,2,3,2,4,1,2,1,1,3,3,4,1,4,1,0,0,neutral or dissatisfied
90828,4151,Female,Loyal Customer,46,Business travel,Business,427,3,3,3,3,3,4,4,5,5,5,5,3,5,3,0,0,satisfied
90829,25793,Male,Loyal Customer,56,Business travel,Eco,762,2,4,4,4,2,2,2,2,4,4,4,4,3,2,0,0,neutral or dissatisfied
90830,70000,Female,Loyal Customer,38,Personal Travel,Eco,236,2,5,0,4,2,0,2,2,3,5,5,4,4,2,0,0,neutral or dissatisfied
90831,72246,Male,Loyal Customer,52,Business travel,Business,3311,3,3,2,3,4,4,5,4,4,4,4,3,4,4,1,3,satisfied
90832,8413,Male,Loyal Customer,41,Business travel,Business,862,5,5,5,5,2,4,5,5,5,5,5,4,5,5,0,0,satisfied
90833,15228,Male,Loyal Customer,30,Business travel,Business,529,3,3,3,3,5,5,5,5,4,2,5,4,5,5,108,84,satisfied
90834,39875,Female,Loyal Customer,26,Personal Travel,Eco,221,0,2,0,4,5,0,5,5,2,5,3,4,3,5,0,0,satisfied
90835,32180,Male,disloyal Customer,47,Business travel,Eco,101,3,0,3,4,4,3,4,4,5,1,2,3,3,4,0,0,neutral or dissatisfied
90836,127740,Male,Loyal Customer,32,Business travel,Business,3998,4,4,4,4,4,4,4,4,5,4,4,5,4,4,0,0,satisfied
90837,50761,Female,Loyal Customer,16,Personal Travel,Eco,109,1,2,1,2,2,1,2,2,3,3,5,3,5,2,0,0,neutral or dissatisfied
90838,23007,Male,Loyal Customer,10,Personal Travel,Eco,489,3,0,4,3,2,4,3,2,5,2,5,4,4,2,0,10,neutral or dissatisfied
90839,32313,Male,Loyal Customer,45,Business travel,Business,3178,5,5,5,5,4,1,1,4,4,4,5,4,4,2,8,7,satisfied
90840,23943,Male,Loyal Customer,48,Business travel,Business,936,5,5,5,5,1,5,5,5,5,5,5,2,5,3,12,0,satisfied
90841,112044,Female,Loyal Customer,27,Business travel,Eco,1015,1,4,4,4,1,1,1,1,3,5,3,2,4,1,0,0,neutral or dissatisfied
90842,64425,Female,Loyal Customer,27,Business travel,Business,3729,2,2,5,2,4,4,4,4,4,4,5,4,4,4,0,0,satisfied
90843,128788,Female,disloyal Customer,30,Business travel,Business,1288,4,4,4,1,4,1,1,3,5,5,5,1,5,1,0,3,satisfied
90844,32901,Female,Loyal Customer,45,Personal Travel,Eco,163,3,2,0,4,3,3,4,2,2,0,2,1,2,3,0,0,neutral or dissatisfied
90845,81601,Male,Loyal Customer,51,Business travel,Eco,349,3,3,3,3,3,3,3,3,3,1,3,1,4,3,0,0,neutral or dissatisfied
90846,57079,Male,Loyal Customer,42,Business travel,Business,1519,4,4,4,4,4,4,4,3,3,3,3,4,3,5,0,0,satisfied
90847,1167,Female,Loyal Customer,13,Personal Travel,Eco,164,2,4,2,3,2,1,1,5,5,5,5,1,5,1,291,317,neutral or dissatisfied
90848,62620,Male,Loyal Customer,45,Personal Travel,Eco,1744,2,4,2,5,3,2,3,3,4,4,4,4,4,3,32,22,neutral or dissatisfied
90849,49205,Female,Loyal Customer,31,Business travel,Business,3123,4,4,2,4,4,4,4,4,4,2,1,1,4,4,10,0,satisfied
90850,641,Male,Loyal Customer,58,Business travel,Business,3585,3,3,3,3,1,4,4,3,3,3,3,4,3,4,0,0,neutral or dissatisfied
90851,69391,Male,Loyal Customer,22,Business travel,Business,3533,5,5,5,5,3,4,3,3,5,5,5,5,4,3,61,80,satisfied
90852,8525,Male,Loyal Customer,23,Personal Travel,Eco,862,3,4,3,2,3,3,3,3,5,2,4,4,5,3,0,0,neutral or dissatisfied
90853,24816,Female,Loyal Customer,56,Business travel,Eco,991,3,2,2,2,4,2,2,3,3,3,3,1,3,4,0,0,neutral or dissatisfied
90854,56216,Female,Loyal Customer,45,Business travel,Business,1585,2,2,2,2,5,5,4,5,5,5,5,5,5,4,0,0,satisfied
90855,129569,Female,Loyal Customer,41,Business travel,Business,2218,5,4,5,5,4,4,4,5,5,5,5,4,5,5,0,0,satisfied
90856,72301,Female,Loyal Customer,29,Personal Travel,Eco,919,4,5,4,5,3,4,3,3,5,2,5,3,5,3,0,0,neutral or dissatisfied
90857,83380,Male,Loyal Customer,66,Personal Travel,Eco,1124,4,1,4,4,2,4,2,2,1,3,2,3,3,2,0,0,satisfied
